S. 272,https://www.congress.gov/bill/117th-congress/senate-bill/272,Congressional Budget Justification Transparency Act of 2021,"Peters, Gary C.","Cornyn, John","Ernst, Joni","Portman, Rob","Carper, Thomas R.",,Executive agency funding and structure,Congressional oversight,"Government ethics and transparency, public corruption",Government information and archives,Budget process
S. 270,https://www.congress.gov/bill/117th-congress/senate-bill/270,Brown v. Board of Education National Historical Park Expansion and Redesignation Act,"Coons, Christopher A.","Marshall, Roger","Carper, Thomas R.","Graham, Lindsey","Warner, Mark R.","Moran, Jerry",Public Lands and Natural Resources,Congressional oversight,District of Columbia,Historic sites and heritage areas,Kansas
S. 253,https://www.congress.gov/bill/117th-congress/senate-bill/253,Cannabidiol and Marihuana Research Expansion Act,"Feinstein, Dianne","Cramer, Kevin","Grassley, Chuck","Durbin, Richard J.","Murkowski, Lisa","Klobuchar, Amy",Crime and Law Enforcement,Health programs administration and funding,Research administration and funding,Public-private cooperation,Medical research
S. 233,https://www.congress.gov/bill/117th-congress/senate-bill/233,Donna M. Doss Memorial Act of 2021,"Cornyn, John","Tester, Jon","Sinema, Kyrsten","Cruz, Ted",,,Government Operations and Politics,Department of Homeland Security,Congressional tributes,"Government buildings, facilities, and property",Border security and unlawful immigration
S. 231,https://www.congress.gov/bill/117th-congress/senate-bill/231,PFAS Act,"Peters, Gary C.","Shaheen, Jeanne","Collins, Susan M.","Carper, Thomas R.","Murkowski, Lisa","Sullivan, Dan",Emergency Management,First responders and emergency personnel,Worker safety and health,Fires,Government information and archives
S. 198,https://www.congress.gov/bill/117th-congress/senate-bill/198,Data Mapping to Save Moms' Lives Act,"Rosen, Jacky","Hirono, Mazie K.","Schatz, Brian","Fischer, Deb","Young, Todd","Klobuchar, Amy",Health,Health information and medical records,Geography and mapping,Women's health,Intergovernmental relations
S. 189,https://www.congress.gov/bill/117th-congress/senate-bill/189,Veterans' Compensation Cost-of-Living Adjustment Act of 2021,"Thune, John","Sanders, Bernard","Schatz, Brian","Blumenthal, Richard","Sinema, Kyrsten","Tester, Jon",Armed Forces and National Security,Inflation and prices,Disability assistance,Veterans' pensions and compensation,
S. 169,https://www.congress.gov/bill/117th-congress/senate-bill/169,ARTS Act,"Tillis, Thomas","Blackburn, Marsha","Leahy, Patrick J.","Durbin, Richard J.",,,Commerce,User charges and fees,Science and engineering education,Elementary and secondary education,"Art, artists, authorship"
S. 164,https://www.congress.gov/bill/117th-congress/senate-bill/164,Advancing Education on Biosimilars Act of 2021,"Hassan, Margaret Wood","Cassidy, Bill",,,,,Health,Health personnel,Prescription drugs,Medical education,Licensing and registrations
S. 144,https://www.congress.gov/bill/117th-congress/senate-bill/144,Desert Sage Youth Wellness Center Access Improvement Act,"Feinstein, Dianne","Blumenthal, Richard","Padilla, Alex",,,,Minority health,California,"Drug, alcohol, tobacco use",Native Americans,Land transfers
S. 120,https://www.congress.gov/bill/117th-congress/senate-bill/120,Safe Connections Act of 2021,"Schatz, Brian","Feinstein, Dianne","Cortez Masto, Catherine","Wyden, Ron","Blumenthal, Richard","Fischer, Deb",Sex offenses,Assault and harassment offenses,Business records,Civil actions and liability,Congressional oversight
S. 108,https://www.congress.gov/bill/117th-congress/senate-bill/108,"A bill to authorize the Seminole Tribe of Florida to lease or transfer certain land, and for other purposes.","Rubio, Marco","Scott, Rick",,,,,Florida,Indian lands and resources rights,Land transfers,Native Americans,
S. 89,https://www.congress.gov/bill/117th-congress/senate-bill/89,Ensuring Survivor Benefits during COVID-19 Act of 2021,"Sinema, Kyrsten","King, Angus S., Jr.","Shaheen, Jeanne","Coons, Christopher A.","Blumenthal, Richard","Boozman, John",Armed Forces and National Security,Disability and paralysis,Health information and medical records,Cardiovascular and respiratory health,Veterans' medical care
S. 66,https://www.congress.gov/bill/117th-congress/senate-bill/66,South Florida Clean Coastal Waters Act of 2021,"Rubio, Marco","Scott, Rick",,,,,Aquatic ecology,Congressional oversight,Florida,Lakes and rivers,"Marine and coastal resources, fisheries"
S. 65,https://www.congress.gov/bill/117th-congress/senate-bill/65,Uyghur Forced Labor Prevention Act,"Rubio, Marco","Murray, Patty","Durbin, Richard J.","King, Angus S., Jr.","Cassidy, Bill","Marshall, Roger",International Affairs,Administrative law and regulatory procedures,Asia,China,Congressional oversight
S. 35,https://www.congress.gov/bill/117th-congress/senate-bill/35,Officer Eugene Goodman Congressional Gold Medal Act,"Van Hollen, Chris","Portman, Rob","Hickenlooper, John W.","McConnell, Mitch","Leahy, Patrick J.","Wyden, Ron",Crimes against property,Law enforcement officers,Congressional tributes,U.S. Capitol,Congressional officers and employees
