"","NAME","CAND_OFFICE_ST","TRANSACTION_AMT","CAND_ID","CAND_NAME","CAND_PTY_AFFILIATION","GEN_ELECTION","GEN_ELECTION_PERCENT","Issues"
"1350","STEELE FOR MARYLAND INC","MD",5000,"S6MD03201","STEELE, MICHAEL","REP","L",44,"Jobs"
"1351","MARK KENNEDY 06","MN",5000,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Abortion"
"1352","TALENT, JAMES MATTHES","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Abortion"
"1353","AMY KLOBUCHAR (KLOBUCHAR FOR MINNESOTA)","MN",5000,"S6MN00267","KLOBUCHAR, AMY J","DEM","W",57,"Abortion"
"1354","CHAFEE FOR SENATE","RI",5000,"S8RI00102","CHAFEE, LINCOLN D","REP","L",46,"Taxes"
"1355","BOB CORKER FOR SENATE","TN",5000,"S6TN00216","CORKER, ROBERT P JR","REP","W",50,"Abortion"
"1356","KLOBUCHAR FOR MINNESOTA COMMITTEE","MN",5000,"S6MN00267","KLOBUCHAR, AMY J","DEM","W",57,"Big Business"
"1357","STABENOW, DEBBIE","MI",5000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Big Business"
"1358","CARPER FOR SENATE","DE",5000,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Civil Liberties"
"1359","FRIENDS OF CONRAD BURNS","MT",5000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Civil Liberties"
"1360","HAROLD FORD JR FOR TENNESSEE","TN",5000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Gun Rights"
"1361","MENENDEZ FOR SENATE","NJ",5000,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Civil Liberties"
"1362","DEWINE FOR U.S. SENATE","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Taxes"
"1363","FRIENDS OF CONRAD BURNS 2006","MT",5000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Civil Liberties"
"1364","JON KYL FOR U.S. SENATE","AZ",5000,"S4AZ00030","KYL, JON","REP","W",52,"Big Business"
"1365","TALENT FOR SENATE COMMITTEE","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Jobs"
"1366","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Jobs"
"1367","AMY KLOBUCHAR FOR SENATE","MN",5000,"S6MN00267","KLOBUCHAR, AMY J","DEM","W",57,"Big Business"
"1368","BOB CORKER FOR SENATE","TN",5000,"S6TN00216","CORKER, ROBERT P JR","REP","W",50,"Abortion"
"1369","BOB CORKER FOR SENATE","TN",5000,"S6TN00216","CORKER, ROBERT P JR","REP","W",50,"Big Business"
"1370","MONTANANS FOR TESTER","MT",5000,"S6MT00162","TESTER, JON","DEM","W",49,"Big Business"
"1371","TOM KEAN FOR US SENATE INC","NJ",5000,"S6NJ00271","KEAN, THOMAS H JR","REP","L",44,"Gun Rights"
"1372","WEBB FOR SENATE","VA",5000,"S6VA00127","WEBB, JAMES H","DEM","W",49,"Big Business"
"1373","CHAFEE FOR SENATE","RI",5000,"S8RI00102","CHAFEE, LINCOLN D","REP","L",46,"Civil Liberties"
"1374","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Jobs"
"1375","TOM KEAN FOR US SENATE INC","NJ",5000,"S6NJ00271","KEAN, THOMAS H JR","REP","L",44,"Taxes"
"1376","JON KYL FOR U S SENATE","AZ",5000,"S4AZ00030","KYL, JON","REP","W",52,"Jobs"
"1377","TOM KEAN FOR US SENATE INC","NJ",5000,"S6NJ00271","KEAN, THOMAS H JR","REP","L",44,"Gun Rights"
"1378","HAROLD FORD JR FOR TENNESSEE","TN",5000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Big Business"
"1379","STEELE FOR MARYLAND INC.","MD",5000,"S6MD03201","STEELE, MICHAEL","REP","L",44,"Big Business"
"1380","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Jobs"
"1381","CORKER ROBERT P JR","TN",5000,"S6TN00216","CORKER, ROBERT P JR","REP","W",50,"Jobs"
"1382","HAROLD FORD JR FOR TENNESSEE","TN",5000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Big Business"
"1383","STABENOW FOR US SENATE","MI",5000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Civil Liberties"
"1384","FRIENDS OF KENT CONRAD","ND",5000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Gun Rights"
"1385","BEN NELSON FOR SENATE","NE",5000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Foreign Policy"
"1386","HAROLD FORD JR FOR TENNESSEE","TN",5000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Big Business"
"1387","KLOBUCHAR FOR MINNESOTA","MN",5000,"S6MN00267","KLOBUCHAR, AMY J","DEM","W",57,"Jobs"
"1388","WHITEHOUSE 06","RI",5000,"S6RI00221","WHITEHOUSE, SHELDON II","DEM","W",53,"Abortion"
"1389","CHAFEE FOR SENATE","RI",10000,"S8RI00102","CHAFEE, LINCOLN D","REP","L",46,"Big Business"
"1390","REPUBLICAN NATIONAL","MI",5000,"S6MI00335","BOUCHARD, MICHAEL J","REP","L",41,"Foreign Policy"
"1391","MARK KENNEDY 06","MN",5000,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Foreign Policy"
"1392","STABENOW FOR SENATE","MI",5000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Taxes"
"1393","FRIENDS OF CONRAD BURNS - 2006","MT",5000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Big Business"
"1394","ENSIGN FOR SENATE","NV",5000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Gun Rights"
"1395","STEELE FOR MARYLAND (MD)","MD",5000,"S6MD03201","STEELE, MICHAEL","REP","L",44,"Foreign Policy"
"1396","NELSON 2006","NE",5000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Foreign Policy"
"1397","KLOBUCHAR FOR MINNESOTA","MN",5000,"S6MN00267","KLOBUCHAR, AMY J","DEM","W",57,"Jobs"
"1398","BEN CARDIN FOR SENATE","MD",5000,"S6MD03177","CARDIN, BENJAMIN L","DEM","W",54,"Taxes"
"1399","FRIENDS OF SHERROD BROWN","OH",5000,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Gun Rights"
"1400","ENSIGN FOR SENATE","NV",5000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Big Business"
"1401","KEAN FOR US SENATE","NJ",5000,"S6NJ00271","KEAN, THOMAS H JR","REP","L",44,"Big Business"
"1402","FRIENDS FOR MIKE MCGAVICK","WA",5000,"S6WA00248","MCGAVICK, MICHAEL SEAN","REP","L",39,"Foreign Policy"
"1403","MCCASKILL FOR MISSOURI","MO",5000,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Abortion"
"1404","ENSIGN FOR SENATE","NV",5000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Taxes"
"1405","JON KYL FOR U.S. SENATE","AZ",5000,"S4AZ00030","KYL, JON","REP","W",52,"Big Business"
"1406","BILL NELSON FOR US  SENATE","FL",5000,"S8FL00166","NELSON, BILL","DEM","W",60,"Foreign Policy"
"1407","FRIENDS OF GEORGE ALLEN","VA",5000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Foreign Policy"
"1408","BOUCHARD FOR US SENATE","MI",5000,"S6MI00335","BOUCHARD, MICHAEL J","REP","L",41,"Jobs"
"1409","FRIENDS OF GEORGE ALLEN","VA",5000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Abortion"
"1410","NELSON FOR U S SENATE","NE",5000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Taxes"
"1411","KENNEDY FOR SENATE 2006","MA",4800,"S6MA00015","KENNEDY, EDWARD MOORE SENATOR","DEM","W",69,"Big Business"
"1412","CHAFEE FOR SENATE","RI",5000,"S8RI00102","CHAFEE, LINCOLN D","REP","L",46,"Abortion"
"1413","FRIENDS OF JOE LIEBERMAN","CT",5000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Abortion"
"1414","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Civil Liberties"
"1415","STEELE FOR MARYLAND INC","MD",5000,"S6MD03201","STEELE, MICHAEL","REP","L",44,"Civil Liberties"
"1416","TOM KEAN FOR US SENATE INC","NJ",5000,"S6NJ00271","KEAN, THOMAS H JR","REP","L",44,"Jobs"
"1417","BEN CARDIN FOR SENATE","MD",5000,"S6MD03177","CARDIN, BENJAMIN L","DEM","W",54,"Gun Rights"
"1418","MIKE DEWINE FOR US SENATE","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Gun Rights"
"1419","COMPASS MEDIA GROUP INC.","CT",29099,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Foreign Policy"
"1420","COMPASS MEDIA GROUP INC.","CT",14504,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Gun Rights"
"1421","FRIENDS OF JOE LIEBERMAN","CT",5000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Gun Rights"
"1422","BEN CARDIN FOR SENATE","MD",5000,"S6MD03177","CARDIN, BENJAMIN L","DEM","W",54,"Taxes"
"1423","JON KYL FOR U.S. SENATE","AZ",5000,"S4AZ00030","KYL, JON","REP","W",52,"Gun Rights"
"1424","TALENT FOR SENATE COMMITTEE","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Jobs"
"1425","BILL NELSON FOR U S SENATE","FL",5000,"S8FL00166","NELSON, BILL","DEM","W",60,"Abortion"
"1426","GRASSROOTS SOLUTIONS INC.","PA",6382,"S6PA00217","CASEY, ROBERT P JR","DEM","W",58,"Civil Liberties"
"1427","SANTORUM, RICHARD J","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Jobs"
"1428","LEGGETT & PLATT INCORPORATED POLITICAL ACTION COMMITTEE","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Big Business"
"1429","EDMONDS ASSOCIATES INC.","MO",7293,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Civil Liberties"
"1430","EDMONDS ASSOCIATES INC.","PA",6750,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Foreign Policy"
"1431","CHAFEE FOR SENATE","RI",5000,"S8RI00102","CHAFEE, LINCOLN D","REP","L",46,"Gun Rights"
"1432","CARPER FOR SENATE","DE",5000,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Civil Liberties"
"1433","KLOBUCHAR FOR MINNESOTA","MN",5000,"S6MN00267","KLOBUCHAR, AMY J","DEM","W",57,"Gun Rights"
"1434","HAROLD FORD JR. FOR TENNESSEE","TN",5000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Gun Rights"
"1435","FRIENDS OF CONRAD BURNS - 2006","MT",5000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Jobs"
"1436","RAESE FOR SENATE COMMITTEE","WV",5000,"S4WV00084","RAESE, JOHN REEVES","REP","L",33,"Abortion"
"1437","BOB CORKER FOR SENATE","TN",5000,"S6TN00216","CORKER, ROBERT P JR","REP","W",50,"Foreign Policy"
"1438","KLOBUCHAR FOR MINNESOTA","MN",5000,"S6MN00267","KLOBUCHAR, AMY J","DEM","W",57,"Taxes"
"1439","EDMONDS ASSOCIATES INC.","PA",41175,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Taxes"
"1440","EDMONDS ASSOCIATES INC.","MO",39325,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Foreign Policy"
"1441","EDMONDS ASSOCIATES INC.","PA",42000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Abortion"
"1442","JIM WEBB FOR U.S. SENATE","VA",5000,"S6VA00127","WEBB, JAMES H","DEM","W",49,"Jobs"
"1443","MIKE DEWINE FOR US SENATE","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Taxes"
"1444","BOB CASEY FOR PENNSYLVANIA COMMITTEE","PA",5000,"S6PA00217","CASEY, ROBERT P JR","DEM","W",58,"Abortion"
"1445","MENENDEZ FOR SENATE","NJ",5000,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Civil Liberties"
"1446","BOB CASEY FOR PENNSYLVANIA COMMITTEE","PA",5000,"S6PA00217","CASEY, ROBERT P JR","DEM","W",58,"Gun Rights"
"1447","FRIENDS OF JOE LIEBERMAN","CT",5000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Jobs"
"1448","MONTANANS FOR TESTER","MT",5000,"S6MT00162","TESTER, JON","DEM","W",49,"Foreign Policy"
"1449","BEN CARDIN FOR SENATE","MD",5000,"S6MD03177","CARDIN, BENJAMIN L","DEM","W",54,"Civil Liberties"
"1450","Harstad Strategic Research Inc.","MO",16243,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Abortion"
"1451","Central Bank","MO",6999,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Foreign Policy"
"1452","STEVENS REED CURCIO & POTHOLM","MO",6500,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Abortion"
"1453","NATIONAL MEDIA INC.","OH",201173,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Jobs"
"1454","NATIONAL MEDIA INC.","TN",229747,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Gun Rights"
"1455","NATIONAL MEDIA INC.","TN",432027,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Gun Rights"
"1456","SCOTT HOWELL AND COMPANY","TN",29618,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Civil Liberties"
"1457","FRIENDS OF SHERROD BROWN","OH",5000,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Big Business"
"1458","A LOT OF PEOPLE WHO SUPPORT JEFF BINGAMAN","NM",4500,"S2NM00021","BINGAMAN, JEFF","DEM","W",70,"Abortion"
"1459","FRIENDS OF JOE LIEBERMAN","CT",5000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Taxes"
"1460","STEELE FOR MARYLAND INC","MD",5000,"S6MD03201","STEELE, MICHAEL","REP","L",44,"Big Business"
"1461","TOM KEAN FOR U.S. SENATE","NJ",5000,"S6NJ00271","KEAN, THOMAS H JR","REP","L",44,"Big Business"
"1462","TESTER, JON","MT",5000,"S6MT00162","TESTER, JON","DEM","W",49,"Taxes"
"1463","MONTANANS FOR TESTER","MT",5000,"S6MT00162","TESTER, JON","DEM","W",49,"Foreign Policy"
"1464","LIEBERMAN JOSEPH I","CT",5000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Jobs"
"1465","CARTER FOR U.S. SENATE","NV",5000,"S6NV00150","CARTER, JOHN WILLIAM","DEM","L",41,"Foreign Policy"
"1466","FRIENDS OF JOE LIEBERMAN","CT",5000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Gun Rights"
"1467","FRIENDS OF JOE LIEBERMAN","CT",5000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Big Business"
"1468","BEN CARDIN FOR SENATE","MD",5000,"S6MD03177","CARDIN, BENJAMIN L","DEM","W",54,"Big Business"
"1469","MONTANANS FOR TESTER","MT",5000,"S6MT00162","TESTER, JON","DEM","W",49,"Abortion"
"1470","JON KYL FOR U S SENATE","AZ",5000,"S4AZ00030","KYL, JON","REP","W",52,"Abortion"
"1471","GROUP SUR","MT",5675,"S6MT00162","TESTER, JON","DEM","W",49,"Big Business"
"1472","BOB CORKER FOR SENATE","TN",5000,"S6TN00216","CORKER, ROBERT P JR","REP","W",50,"Abortion"
"1473","WHITEHOUSE 06","RI",5000,"S6RI00221","WHITEHOUSE, SHELDON II","DEM","W",53,"Jobs"
