"","NAME","CAND_OFFICE_ST","TRANSACTION_AMT","CAND_ID","CAND_NAME","CAND_PTY_AFFILIATION","GEN_ELECTION","GEN_ELECTION_PERCENT","Issues"
"438","STEELE FOR MARYLAND INC.","MD",5000,"S6MD03201","STEELE, MICHAEL","REP","L",44,"Civil Liberties"
"439","Blue Cross & Blue Shield of VT","VT",4725,"S4VT00033","SANDERS, BERNARD","IND","W",65,"Taxes"
"440","FRIENDS OF CONRAD BURNS 2006","MT",5000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Civil Liberties"
"441","ENSIGN FOR SENATE","NV",5000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Gun Rights"
"442","FRIENDS OF GEORGE ALLEN","VA",5000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Abortion"
"443","HATCH ELECTION COMMITTEE","UT",5000,"S6UT00063","HATCH, ORRIN G","REP","W",62,"Civil Liberties"
"444","KAY BAILEY HUTCHISON FOR SENATE COMMITTEE","TX",5000,"S4TX00086","HUTCHISON, KAY BAILEY","REP","W",61,"Civil Liberties"
"445","KEAN, THOMAS H JR","NJ",5000,"S6NJ00271","KEAN, THOMAS H JR","REP","L",44,"Big Business"
"446","TRENT LOTT FOR MISSISSIPPI","MS",5000,"S8MS00162","LOTT, TRENT","REP","W",63,"Big Business"
"447","STEELE FOR MARYLAND INC","MD",5000,"S6MD03201","STEELE, MICHAEL","REP","L",44,"Abortion"
"448","NELSON FOR U. S. SENATE","NE",5000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Abortion"
"449","AKAKA IN 2006","HI",5000,"S0HI00084","AKAKA, DANIEL K","DEM","W",61,"Taxes"
"450","MONTANANS FOR TESTER","MT",5000,"S6MT00162","TESTER, JON","DEM","W",49,"Foreign Policy"
"451","AKAKA IN 2006","HI",5000,"S0HI00084","AKAKA, DANIEL K","DEM","W",61,"Civil Liberties"
"452","AXIOM MARKETING &, ADVERTISING","MO",26452,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Foreign Policy"
"453","JON KYL FOR U S SENATE","AZ",5000,"S4AZ00030","KYL, JON","REP","W",52,"Gun Rights"
"454","FRIENDS OF GEORGE ALLEN","VA",5000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Big Business"
"455","TOM KEAN FOR US SENATE INC","NJ",5000,"S6NJ00271","KEAN, THOMAS H JR","REP","L",44,"Civil Liberties"
"456","PRINGLE COMMUNICATIONS GROUP","MO",65421,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Gun Rights"
"457","MACWILLIAMS ROBINSON & PARTNERS IN","MO",18000,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Gun Rights"
"458","FRIENDS OF KENT CONRAD","ND",5000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Gun Rights"
"459","JOSEPH LIEBERMAN LEADERSHIP PAC","CT",5000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Big Business"
"460","BEN CARDIN FOR CONGRESS","MD",4975,"S6MD03177","CARDIN, BENJAMIN L","DEM","W",54,"Gun Rights"
"461","JIM WEBB FOR US SENATE","VA",4975,"S6VA00127","WEBB, JAMES H","DEM","W",49,"Gun Rights"
"462","BOB CASEY FOR PENNSYLVANIA","PA",5000,"S6PA00217","CASEY, ROBERT P JR","DEM","W",58,"Taxes"
"463","FRIENDS OF SHERROD BROWN","OH",5000,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Jobs"
"464","MIKE DEWINE FOR US SENATE","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Foreign Policy"
"465","TALENT FOR SENATE COMMITTEE","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Civil Liberties"
"466","TALENT FOR SENATE COMMITTEE","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Abortion"
"467","Perkins Nichols Media","IN",8400,"S4IN00014","LUGAR, RICHARD G","REP","W",87,"Big Business"
"468","WHITEHOUSE '06","RI",5000,"S6RI00221","WHITEHOUSE, SHELDON II","DEM","W",53,"Foreign Policy"
"469","CARPER FOR SENATE","DE",5000,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Big Business"
"470","STABENOW FOR U.S. SENATE","MI",5000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Abortion"
"471","MIKE DEWINE FOR US SENATE","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Foreign Policy"
"472","TOM KEAN JR. FOR SENATE","NJ",5000,"S6NJ00271","KEAN, THOMAS H JR","REP","L",44,"Taxes"
"473","FRIENDS OF HILLARY","NY",5000,"S0NY00188","CLINTON, HILLARY RODHAM","DEM","W",66,"Gun Rights"
"474","BOB CORKER FOR SENATE","TN",5000,"S6TN00216","CORKER, ROBERT P JR","REP","W",50,"Foreign Policy"
"475","TALENT, JAMES MATTHES","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Foreign Policy"
"476","FRIENDS OF GEORGE ALLEN","VA",5000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Foreign Policy"
"477","MARK KENNEDY 06","MN",5000,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Jobs"
"478","FRIENDS OF SHERROD BROWN","OH",5000,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Abortion"
"479","BOB CASEY FOR PENNSYLVANIA COMMITT","PA",5000,"S6PA00217","CASEY, ROBERT P JR","DEM","W",58,"Gun Rights"
"480","BOB CORKER FOR SENATE","TN",5000,"S6TN00216","CORKER, ROBERT P JR","REP","W",50,"Taxes"
"481","STABENOW FOR US SENATE","MI",5000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Civil Liberties"
"482","PEDERSON 2006","AZ",5000,"S6AZ00142","PEDERSON, JIM","DEM","L",43,"Civil Liberties"
"483","HAROLD FORD JR FOR TENNESSEE","TN",5000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Big Business"
"484","MONTANANS FOR TESTER","MT",5000,"S6MT00162","TESTER, JON","DEM","W",49,"Abortion"
"485","BOUCHARD FOR US SENATE","MI",5000,"S6MI00335","BOUCHARD, MICHAEL J","REP","L",41,"Taxes"
"486","TALENT FOR SENATE COMMITTEE","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Big Business"
"487","FRIENDS OF GEORGE ALLEN","VA",5000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Gun Rights"
"488","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Civil Liberties"
"489","STEELE FOR MARYLAND INC","MD",5000,"S6MD03201","STEELE, MICHAEL","REP","L",44,"Jobs"
"490","THE STERLING CORPORATION","MI",20738,"S6MI00335","BOUCHARD, MICHAEL J","REP","L",41,"Taxes"
"491","SOUTHWEST PUBLISHING","MI",6676,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Gun Rights"
"492","WHITEHOUSE '06","RI",5000,"S6RI00221","WHITEHOUSE, SHELDON II","DEM","W",53,"Civil Liberties"
"493","BOB CASEY FOR PENNSYLVANIA","PA",5000,"S6PA00217","CASEY, ROBERT P JR","DEM","W",58,"Big Business"
"494","CLAIRE MCCASKILL FOR U.S. SENATE","MO",5000,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Big Business"
"495","MCCASKILL FOR MISSOURI","MO",5000,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Big Business"
"496","AKAKA IN 2006","HI",5000,"S0HI00084","AKAKA, DANIEL K","DEM","W",61,"Civil Liberties"
"497","A LOT OF PEOPLE WHO SUPPORT JEFF BINGAMAN","NM",5000,"S2NM00021","BINGAMAN, JEFF","DEM","W",70,"Jobs"
"498","MISSION CONTROL INC.","AZ",12322,"S4AZ00030","KYL, JON","REP","W",52,"Foreign Policy"
"499","MISSION CONTROL INC.","AZ",7950,"S4AZ00030","KYL, JON","REP","W",52,"Taxes"
"500","KAY BAILEY HUTCHISON FOR SENATE COMMITTEE","TX",5000,"S4TX00086","HUTCHISON, KAY BAILEY","REP","W",61,"Gun Rights"
"501","CHAFEE FOR SENATE","RI",5000,"S8RI00102","CHAFEE, LINCOLN D","REP","L",46,"Jobs"
"502","NELSON FOR U S SENATE","NE",5000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Taxes"
"503","BOB CASEY FOR PENNSYLVANIA COMMITTEE","PA",5000,"S6PA00217","CASEY, ROBERT P JR","DEM","W",58,"Gun Rights"
"504","NELSON FOR U S SENATE","NE",5000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Taxes"
"505","NATIONAL MEDIA, INC.","OH",1142330,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Big Business"
"506","NATIONAL MEDIA, INC.","OH",36534,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Abortion"
"507","MCAULIFFE MESSAGE MEDIA","RI",30193,"S6RI00239","LAFFEY, STEPHEN PATRICK","REP","L",0,"Taxes"
"508","THIRD BASE SPORTS & TROPHIES","PA",4025,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Civil Liberties"
"509","NATIONAL","VA",82080,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Big Business"
"510","CHAFEE FOR SENATE","RI",5000,"S8RI00102","CHAFEE, LINCOLN D","REP","L",46,"Big Business"
"511","BOB CORKER FOR SENATE 2012","TN",5000,"S6TN00216","CORKER, ROBERT P JR","REP","W",50,"Civil Liberties"
"512","WHITEHOUSE 06","RI",5000,"S6RI00221","WHITEHOUSE, SHELDON II","DEM","W",53,"Foreign Policy"
"513","BEN CARDIN FOR SENATE","MD",5000,"S6MD03177","CARDIN, BENJAMIN L","DEM","W",54,"Foreign Policy"
"514","CARTER FOR SENATE COMMITTEE","NV",5000,"S6NV00150","CARTER, JOHN WILLIAM","DEM","L",41,"Big Business"
"515","DAVE GROUTAGE FOR SENATE","WY",5000,"S6WY00183","GROUTAGE, F DALE","DEM","L",29,"Foreign Policy"
"516","FRIENDS OF SHERROD BROWN","OH",5000,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Taxes"
"517","BOB CORKER FOR SENATE","TN",5000,"S6TN00216","CORKER, ROBERT P JR","REP","W",50,"Gun Rights"
"518","BOUCHARD FOR U.S. SENATE","MI",5000,"S6MI00335","BOUCHARD, MICHAEL J","REP","L",41,"Gun Rights"
"519","NATIONAL MEDIA, INC.","TN",74771,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Civil Liberties"
"520","STEVENS REED CURCIO & POTHOLM","MO",15000,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Taxes"
"521","TARGETED CREATIVE COMMUNICATIONS, ","MO",74270,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Taxes"
"522","FRIENDS OF HILLARY","NY",5000,"S0NY00188","CLINTON, HILLARY RODHAM","DEM","W",66,"Big Business"
"523","MIKE DEWINE FOR U.S. SENATE","OH",4500,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Taxes"
"524","KLOBUCHAR FOR MINNESOTA","MN",5000,"S6MN00267","KLOBUCHAR, AMY J","DEM","W",57,"Big Business"
"525","Stone's Phones","ND",5672,"S6ND00058","CONRAD, KENT","DEM","W",68,"Big Business"
"526","NELSON FOR U S SENATE","NE",5000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Foreign Policy"
"527","FRIENDS OF JOE LIEBERMAN","CT",5000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Foreign Policy"
"528","MARK KENNEDY 06","MN",5000,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Taxes"
"529","MCCASKILL FOR MISSOURI CMTE","MO",5000,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Gun Rights"
"530","MENENDEZ FOR SENATE","NJ",5000,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Foreign Policy"
"531","TOM KEAN FOR US SENATE INC.","NJ",5000,"S6NJ00271","KEAN, THOMAS H JR","REP","L",44,"Big Business"
"532","CANTWELL 2006","WA",5000,"S8WA00194","CANTWELL, MARIA","DEM","W",56,"Foreign Policy"
"533","FRIENDS OF ROBERT C BYRD","WV",5000,"S6WV00014","BYRD, ROBERT C","DEM","W",64,"Abortion"
"534","BROWN, SHERROD","OH",5000,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Foreign Policy"
"535","SANDERS FOR SENATE","VT",5000,"S4VT00033","SANDERS, BERNARD","IND","W",65,"Foreign Policy"
"536","KLOBUCHAR, AMY","MN",5000,"S6MN00267","KLOBUCHAR, AMY J","DEM","W",57,"Jobs"
"537","TALENT FOR SENATE COMMITTEE","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Big Business"
"538","TRENT LOTT FOR MISSISSIPPI","MS",5000,"S8MS00162","LOTT, TRENT","REP","W",63,"Jobs"
"539","TRENT LOTT FOR MISSISSIPPI","MS",5000,"S8MS00162","LOTT, TRENT","REP","W",63,"Abortion"
"540","MARK KENNEDY 06","MN",5000,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Gun Rights"
"541","ORRIN HATCH US SENATE, ORRIN","UT",5000,"S6UT00063","HATCH, ORRIN G","REP","W",62,"Civil Liberties"
"542","KENNEDY MARK RAYMOND","MN",5000,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Abortion"
"543","JOHN ENSIGN FOR US SENATE","NV",5000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Taxes"
"544","FRIENDS OF GEORGE ALLEN","VA",5000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Taxes"
"545","FRIENDS OF GEORGE ALLEN","VA",4200,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Abortion"
"546","MIKE DEWINE FOR US SENATE","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Jobs"
"547","MIKE DEWINE FOR US SENATE 2006","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Abortion"
"548","TRENT LOTT FOR MISSISSIPPI","MS",5000,"S8MS00162","LOTT, TRENT","REP","W",63,"Jobs"
"549","FRIENDS OF CONRAD BURNS - 2006","MT",5000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Gun Rights"
"550","JON KYL FOR US SENATE","AZ",5000,"S4AZ00030","KYL, JON","REP","W",52,"Abortion"
"551","FRIENDS OF DICK LUGAR INC","IN",5000,"S4IN00014","LUGAR, RICHARD G","REP","W",87,"Big Business"
"552","MARK KENNEDY 06","MN",5000,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Big Business"
"553","HAROLD FORD JR FOR TENNESSEE","TN",5000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Civil Liberties"
"554","DEMOCRATIC NATIONAL","PA",16404,"S6PA00217","CASEY, ROBERT P JR","DEM","W",58,"Jobs"
"555","DEMOCRATIC NATIONAL","NE",19883,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Civil Liberties"
"556","HATCH ELECTION COMMITTEE","UT",4500,"S6UT00063","HATCH, ORRIN G","REP","W",62,"Big Business"
"557","MENENDEZ FOR SENATE","NJ",5000,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Big Business"
"558","FRIENDS OF GEORGE ALLEN","VA",5000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Big Business"
"559","BINGAMAN, JEFF","NM",5000,"S2NM00021","BINGAMAN, JEFF","DEM","W",70,"Taxes"
"560","MICHAEL STEELE FOR U.S. SENATE","MD",5000,"S6MD03201","STEELE, MICHAEL","REP","L",44,"Taxes"
"561","JON KYL FOR U. S. SENATE","AZ",5000,"S4AZ00030","KYL, JON","REP","W",52,"Jobs"
"562","FRIENDS OF JOE LIEBERMAN","CT",5000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Abortion"
"563","STEELE FOR MARYLAND INC","MD",5000,"S6MD03201","STEELE, MICHAEL","REP","L",44,"Abortion"
"564","MARK KENNEDY 2006- GENERAL ELECTION","MN",5000,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Gun Rights"
"565","MARK KENNEDY FOR SENATE","MN",5000,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Big Business"
"566","MCCASKILL FOR MISSOURI","MO",5000,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Foreign Policy"
"567","CHAFEE FOR SENATE","RI",5000,"S8RI00102","CHAFEE, LINCOLN D","REP","L",46,"Abortion"
"568","AKAKA IN 2006","HI",5000,"S0HI00084","AKAKA, DANIEL K","DEM","W",61,"Abortion"
"569","STEELE, MICHAEL","MD",5000,"S6MD03201","STEELE, MICHAEL","REP","L",44,"Jobs"
"570","PEDERSON, JIM","AZ",5000,"S6AZ00142","PEDERSON, JIM","DEM","L",43,"Gun Rights"
"571","WHITEHOUSE, SHELDON","RI",5000,"S6RI00221","WHITEHOUSE, SHELDON II","DEM","W",53,"Foreign Policy"
"572","HAROLD FORD JR FOR TENNESSEE","TN",5000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Foreign Policy"
"573","FRIENDS OF KATHERINE HARRIS","FL",5000,"S6FL00178","HARRIS, KATHERINE","REP","L",38,"Gun Rights"
"574","TALENT FOR SENATE COMMITTEE","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Gun Rights"
"575","FRIENDS OF HILLARY","NY",5000,"S0NY00188","CLINTON, HILLARY RODHAM","DEM","W",66,"Big Business"
"576","FRIENDS OF HILLARY","NY",5000,"S0NY00188","CLINTON, HILLARY RODHAM","DEM","W",66,"Foreign Policy"
"577","FRIENDS OF KENT CONRAD","ND",5000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Taxes"
"578","TALENT FOR SENATE","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Civil Liberties"
"579","MICHAEL STEELE FOR MARYLAND","MD",5000,"S6MD03201","STEELE, MICHAEL","REP","L",44,"Jobs"
"580","SANTORUM 2006 INC.","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Gun Rights"
"581","AKAKA FOR SENATE 2006","HI",5000,"S0HI00084","AKAKA, DANIEL K","DEM","W",61,"Big Business"
"582","FRIENDS OF KENT CONRAD","ND",5000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Abortion"
"583","FRIENDS OF GEORGE ALLEN","VA",5000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Civil Liberties"
"584","BINGAMAN FOR SENATE","NM",5000,"S2NM00021","BINGAMAN, JEFF","DEM","W",70,"Abortion"
"585","HAROLD FORD JR FOR TENNESSEE","TN",5000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Abortion"
"586","JIM PEDERSON 2006","AZ",5000,"S6AZ00142","PEDERSON, JIM","DEM","L",43,"Abortion"
"587","KLOBUCHAR FOR MINNESOTA","MN",5000,"S6MN00267","KLOBUCHAR, AMY J","DEM","W",57,"Big Business"
"588","FEINSTEIN FOR SENATE","CA",5000,"S0CA00199","FEINSTEIN, DIANNE","DEM","W",59,"Gun Rights"
"589","FRIENDS OF CONRAD BURNS - 2006","MT",5000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Jobs"
"590","NELSON FOR U S SENATE","NE",4500,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Abortion"
"591","CARPER FOR SENATE","DE",5000,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Civil Liberties"
"592","MENENDEZ FOR SENATE","NJ",5000,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Taxes"
"593","FRIENDS OF KATHERINE HARRIS","FL",5000,"S6FL00178","HARRIS, KATHERINE","REP","L",38,"Civil Liberties"
"594","AKAKA IN 2006","HI",5000,"S0HI00084","AKAKA, DANIEL K","DEM","W",61,"Taxes"
"595","FRIENDS OF SHERROD BROWN","OH",5000,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Gun Rights"
"596","WHITEHOUSE '06","RI",5000,"S6RI00221","WHITEHOUSE, SHELDON II","DEM","W",53,"Taxes"
"597","ALLEN, GEORGE","VA",5000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Jobs"
"598","SANTORUM, RICK","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Gun Rights"
"599","BILL NELSON FOR US SENATE","FL",5000,"S8FL00166","NELSON, BILL","DEM","W",60,"Gun Rights"
"600","TOM KEAN JR FOR US SENATE INC","NJ",5000,"S6NJ00271","KEAN, THOMAS H JR","REP","L",44,"Foreign Policy"
"601","HATCH ELECTION COMMITTEE INC.","UT",5000,"S6UT00063","HATCH, ORRIN G","REP","W",62,"Gun Rights"
"602","MCCASKILL FOR MISSOURI","MO",5000,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Foreign Policy"
"603","NELSON, E BENJAMIN","NE",5000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Taxes"
"604","FRIENDS FOR MIKE MCGAVICK","WA",5000,"S6WA00248","MCGAVICK, MICHAEL SEAN","REP","L",39,"Foreign Policy"
"605","FRIENDS OF DICK LUGAR INC.","IN",5000,"S4IN00014","LUGAR, RICHARD G","REP","W",87,"Abortion"
"606","HATCH FOR SENATE","UT",5000,"S6UT00063","HATCH, ORRIN G","REP","W",62,"Taxes"
"607","SHERROD BROWN FOR U.S. SENATE","OH",5000,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Foreign Policy"
"608","TRENT LOTT FOR MISSISSIPPI","MS",5000,"S8MS00162","LOTT, TRENT","REP","W",63,"Gun Rights"
"609","TRENT LOTT FOR MISSISSIPPI","MS",5000,"S8MS00162","LOTT, TRENT","REP","W",63,"Civil Liberties"
"610","BEN NELSON FOR US SENATE","NE",4400,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Gun Rights"
"611","KLOBUCHAR FOR MINNESOTA","MN",5000,"S6MN00267","KLOBUCHAR, AMY J","DEM","W",57,"Taxes"
"612","STEELE FOR MARYLAND INC.","MD",5000,"S6MD03201","STEELE, MICHAEL","REP","L",44,"Big Business"
"613","MARK KENNEDY '06","MN",5000,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Abortion"
"614","FRIENDS OF GEORGE ALLEN","VA",5000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Taxes"
"615","FRIENDS OF DICK LUGAR","IN",5000,"S4IN00014","LUGAR, RICHARD G","REP","W",87,"Foreign Policy"
"616","TRENT LOTT FOR MISSISSIPPI","MS",5000,"S8MS00162","LOTT, TRENT","REP","W",63,"Foreign Policy"
"617","KEAN FOR SENATE","NJ",5000,"S6NJ00271","KEAN, THOMAS H JR","REP","L",44,"Civil Liberties"
"618","BOUCHARD FOR US SENATE","MI",5000,"S6MI00335","BOUCHARD, MICHAEL J","REP","L",41,"Gun Rights"
"619","FRIENDS OF SHERROD BROWN","OH",5000,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Gun Rights"
"620","CHAFEE FOR SENATE","RI",5000,"S8RI00102","CHAFEE, LINCOLN D","REP","L",46,"Foreign Policy"
"621","JON KYL FOR US SENATE","AZ",5000,"S4AZ00030","KYL, JON","REP","W",52,"Jobs"
"622","LAFFEY US SENATE","RI",5000,"S6RI00239","LAFFEY, STEPHEN PATRICK","REP","L",0,"Foreign Policy"
"623","SPENCER FOR SENATE COMMITTEE","NY",5000,"S6NY00243","SPENCER, JOHN D","REP","L",31,"Civil Liberties"
"624","DEMOCRATIC NATIONAL","HI",5000,"S0HI00084","AKAKA, DANIEL K","DEM","W",61,"Jobs"
"625","DEMOCRATIC NATIONAL","WV",10000,"S6WV00014","BYRD, ROBERT C","DEM","W",64,"Taxes"
"626","DEMOCRATIC NATIONAL","PA",7500,"S6PA00217","CASEY, ROBERT P JR","DEM","W",58,"Big Business"
"627","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Taxes"
"628","DEWINE FOR U.S. SENATE","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Gun Rights"
"629","HATCH ELECTION COMMITTEE","UT",5000,"S6UT00063","HATCH, ORRIN G","REP","W",62,"Big Business"
"630","TRENT LOTT FOR MISSISSIPPI","MS",5000,"S8MS00162","LOTT, TRENT","REP","W",63,"Civil Liberties"
"631","KYL, JON L","AZ",5000,"S4AZ00030","KYL, JON","REP","W",52,"Abortion"
"632","STABENOW FOR US SENATE","MI",4500,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Civil Liberties"
"633","FRIENDS OF ROBERT C BYRD COMMITTEE","WV",5000,"S6WV00014","BYRD, ROBERT C","DEM","W",64,"Taxes"
"634","STABENOW FOR US SENATE","MI",5000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Civil Liberties"
"635","FRIENDS OF SHERROD BROWN","OH",5000,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Foreign Policy"
"636","A LOT OF PEOPLE WHO SUPPORT JEFF BINGAMAN","NM",5000,"S2NM00021","BINGAMAN, JEFF","DEM","W",70,"Foreign Policy"
"637","WHITEHOUSE FOR SENATE","RI",5000,"S6RI00221","WHITEHOUSE, SHELDON II","DEM","W",53,"Abortion"
"638","MIKE DEWINE FOR U.S. SENATE","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Big Business"
"639","CHAFEE FOR SENATE","RI",5000,"S8RI00102","CHAFEE, LINCOLN D","REP","L",46,"Jobs"
"640","BOB CORKER FOR SENATE","TN",5000,"S6TN00216","CORKER, ROBERT P JR","REP","W",50,"Taxes"
"641","FRIENDS OF SHERROD BROWN","OH",5000,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Taxes"
"642","FRIENDS OF JOE LIEBERMAN","CT",5000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Big Business"
"643","JAMES WEBB FOR U.S. SENATE","VA",5000,"S6VA00127","WEBB, JAMES H","DEM","W",49,"Gun Rights"
"644","FRIENDS OF CRAIG THOMAS","WY",5000,"S4WY00055","THOMAS, CRAIG","REP","W",70,"Abortion"
"645","TALENT FOR SENATE COMMITTEE","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Foreign Policy"
"646","CARPER FOR SENATE","DE",5000,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Taxes"
"647","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Jobs"
"648","BOB CORKER FOR SENATE","TN",5000,"S6TN00216","CORKER, ROBERT P JR","REP","W",50,"Abortion"
"649","TITAN WORLD WIDE","WA",8775,"S8WA00194","CANTWELL, MARIA","DEM","W",56,"Abortion"
"650","JOHN ENSIGN FOR U.S. SENATE","NV",5000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Abortion"
"651","FRIENDS FOR MIKE MCGAVICK","WA",5000,"S6WA00248","MCGAVICK, MICHAEL SEAN","REP","L",39,"Civil Liberties"
"652","FRIENDS OF MIKE MCGAVICK","WA",5000,"S6WA00248","MCGAVICK, MICHAEL SEAN","REP","L",39,"Gun Rights"
"653","KAY BAILEY HUTCHISON FOR SENATE COMMITTEE","TX",5000,"S4TX00086","HUTCHISON, KAY BAILEY","REP","W",61,"Civil Liberties"
"654","CARPER FOR SENATE","DE",5000,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Foreign Policy"
"655","BURNS CONRAD","MT",5000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Taxes"
"656","FRIENDS OF HILLARY","NY",5000,"S0NY00188","CLINTON, HILLARY RODHAM","DEM","W",66,"Abortion"
